Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,74.8460731707317,76.5365853658537,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805,82.7024390243903,82.5560975609756,82.1024390243903,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,71.959,74.725,79.473,80.037,78.905,80.314,80.457,80.596,80.737,80.588,80.525,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,76.6073170731707,78.9536585365854,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243903,82.8048780487805,82.6487804878049,82.5,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,76.9707317073171,79.7780487804878,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146,83.4975609756098,82.1951219512195,82.7951219512195,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,72.304,70.944,73.412,72.982,72.394,72.02,71.911,71.793,71.767,71.869,70.5,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,78.8370731707317,81.0760975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,84.3563414634146,84.56,84.4456097560976,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,69.854,71.918,74.562,74.789,75.011,75.215,75.502,75.774,76.044,75.184,74.256,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,68.3365853658537,65.45,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37,70.23,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,58.614,54.411,61.389,61.816,61.892,62.163,62.481,62.676,62.943,62.675,61.427,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,60.917,64.409,65.588,65.815,66.059,66.332,66.597,66.855,67.15,67.266,67.417,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People's Rep.",PRK,70.21,60.763,72.319,72.942,72.784,72.805,72.978,73.031,73.198,73.274,73.284,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,71.5975609756098,75.909756097561,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927,83.2268292682927,83.4268292682927,83.5268292682927,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,70.917,74.072,78.587,78.88,78.922,78.981,78.783,78.696,79.022,76.567,76.806,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,73.281,76.722,79.164,79.445,79.562,79.701,79.781,79.722,79.685,76.92,78.673,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,68.2975609756098,68.5585365853659,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,71.2,71.4,71.6,71.8,71.9,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,53.713,58.378,65.718,66.361,66.67,67.167,67.434,67.634,68.138,68.497,68.061,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,69.2731707317073,70.3146341463415,73.9829268292683,74.1243902439024,74.4804878048781,74.580487804878,74.6292682926829,74.7829268292683,75.3878048780488,75.1853658536585,73.2829268292683,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,64.475,73.931,78.765,78.973,79.229,79.505,79.654,79.729,79.236,77.804,75.047,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,59.398,48.427,49.002,50.033,51.101,52.264,53.064,53.733,54.173,54.693,53.062,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,36.688,51.356,59.943,59.121,59.148,60.416,60.553,60.853,61.104,60.948,60.747,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,69.423,70.68,72.34,71.511,71.698,71.756,72.482,72.794,72.463,72.472,71.911,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,..,76.8268292682927,82.2609756097561,82.0731707317073,82.6560975609756,82.2585365853659,83.7463414634147,83.0414634146342,84.1609756097561,81.6585365853659,84.4024390243902,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,71.1607317073171,72.0195121951219,73.9146341463415,74.5170731707317,74.3219512195122,74.6707317073171,75.4804878048781,75.6804878048781,76.2829268292683,74.9780487804878,74.3390243902439,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,75.4383170731707,77.8731707317073,81.8,82.2292682926829,82.2926829268293,82.6853658536585,82.0951219512195,82.2951219512195,82.6390243902439,82.1439024390244,82.7487804878049,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,77.424,80.959,83.727,83.883,83.984,84.231,84.563,84.928,84.978,85.184,85.399,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,51.701,57.938,63.962,64.255,64.339,64.997,65.094,65.27,65.882,65.182,64.485,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,43.323,44.518,59.729,60.899,61.378,62.209,62.977,63.276,64.119,63.717,62.904,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,71.307,72.775,75.035,75.146,75.094,75.289,75.476,75.644,75.76,75.938,74.884,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,63.578,70.876,79.057,79.424,79.695,79.872,79.943,80.013,80.116,79.875,79.918,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,46.62,50.539,57.357,57.9,58.363,58.731,59.132,59.393,59.664,58.633,58.941,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,75.8799756097561,78.3487804878049,81.7463414634146,82.0463414634146,81.8975609756097,82.4536585365854,82.3463414634146,82.4487804878049,82.8585365853659,82.3487804878049,82.8609756097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,62.176,63.275,63.464,63.623,63.827,64.057,64.27,64.5,64.746,64.977,65.269,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,59.77,61.028,63.911,64.155,64.485,64.768,65.083,65.31,65.687,64.532,64.364,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,69.4048780487805,71.6634146341463,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805,74.5146341463415,74.4163414634146,74.2358536585366,74.1770731707317,73.680243902439,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,69.971,73.569,74.739,74.797,74.682,74.412,74.138,74.015,74.202,70.133,70.213,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,67.425,69.769,71.499,71.529,71.408,71.595,71.467,71.318,71.077,70.674,70.71,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,68.067,66.417,69.099,69.031,69.24,69.917,70.516,70.492,70.935,70.166,68.846,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,58.765,62.882,68.585,69.047,69.498,69.865,70.237,71.199,71.822,72.141,70.975,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,75.5668780487805,73.8184878048781,76.490243902439,76.4414634146341,76.4487804878049,76.4414634146341,76.4853658536585,76.8414634146342,76.6829268292683,75.9317073170732,73.8243902439024,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,62.448,66.787,72.122,72.538,72.92,73.284,73.66,73.986,74.27,73.92,74.042,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,44.469,49.491,56.492,57.274,58.151,59.038,59.771,60.526,61.166,61.172,59.325,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,56.661,60.155,64.815,65.056,65.561,65.685,65.843,66.465,66.61,66.797,65.672,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,62.496,51.99,58.694,59.822,60.7,61.682,62.293,62.586,63.075,62.829,59.269,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,61.356,58.732,61.231,61.807,62.269,62.702,62.988,63.234,63.484,63.437,63.617,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,54.833,62.614,67.965,68.085,67.456,68.776,68.91,68.979,69.558,69.246,68.45,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,76.8780487804878,77.9878048780488,81.3048780487805,81.7073170731707,81.509756097561,81.5609756097561,81.7609756097561,81.8121951219512,82.1121951219512,81.3585365853659,81.4609756097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,70.4853658536585,75.1634146341463,77.1780487804878,77.2365853658537,77.2804878048781,76.9317073170732,77.5390243902439,80.0030975609756,80.4197073170732,80.8349512195122,79.1273414634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,75.3780487804878,78.6365853658537,81.4048780487805,81.4568292682927,81.6124390243903,81.6585365853659,81.8585365853659,81.7073170731707,82.0560975609756,82.2560975609756,82.2073170731707,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,63.096,67.234,72.704,72.812,72.983,73.256,73.554,73.85,74.054,71.795,73.837,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,41.852,49.322,60.239,60.786,61.083,61.629,62.16,62.454,62.897,61.451,61.576,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,46.037,47.193,51.707,51.791,51.841,52.043,52.305,52.554,52.91,52.887,52.676,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,71.2338048780488,72.9463414634147,75.4,75.4512195121951,75.4024390243902,75.4,75.9536585365854,76.6487804878049,76.6024390243903,74.3951219512195,74.5368292682927,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,76.5373170731707,78.6341463414634,81.7512195121951,82.1,82.3048780487805,82.4073170731707,82.609756097561,82.7585365853659,82.9585365853659,83.209756097561,83.1634146341463,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,69.782,73.466,77.246,77.446,77.687,77.916,77.924,77.966,78.002,74.757,72.541,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,60.066,62.102,65.15,65.284,65.697,65.88,66.297,66.482,66.756,66.269,66.098,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,69.0692682926829,70.4936585365854,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,71.097,74.001,77.038,77.248,77.468,77.653,77.795,77.863,77.81,76.657,76.223,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,59.721,61.72,63.961,64.259,64.701,64.84,65.103,65.182,65.474,65.787,65.351,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,67.944,69.75,72.757,72.878,73.191,73.534,73.644,73.568,73.621,73.182,70.262,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,65.106,70.424,74.967,75.333,75.621,75.789,75.879,76.009,76.156,73.665,72.377,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,65.909,69.413,70.835,71.151,71.268,71.387,71.516,71.689,71.865,72.119,69.266,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,70.890243902439,73.7487804878049,77,77.6024390243903,77.4512195121951,77.8512195121951,77.7536585365854,77.6024390243903,77.9048780487805,76.5,75.6024390243903,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,73.9658536585366,76.3146341463415,80.7219512195122,81.1219512195122,81.1243902439025,81.1243902439025,81.4243902439025,81.3243902439024,81.6756097560976,80.9756097560976,81.0731707317073,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,73.89,75.977,78.777,78.929,79.695,80.27,79.258,79.77,79.063,78.041,80.162,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,73.982,74.828,79.536,79.768,80.064,80.433,80.717,80.898,80.99,79.099,79.272,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,69.7412195121951,71.1634146341463,75.0634146341463,74.909756097561,74.9121951219512,75.209756097561,75.309756097561,75.3585365853659,75.6073170731707,74.2536585365854,72.9609756097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,68.8860975609756,65.4836585365854,70.5787804878049,70.7436585365854,71.1834146341463,71.6512195121951,72.4514634146342,72.6621951219512,73.0839024390244,71.3387804878049,69.3612195121951,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,48.431,47.129,64.426,64.94,65.298,65.737,65.941,66.251,66.437,66.774,66.072,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,67.658,70.746,72.391,72.463,72.515,72.54,72.59,72.636,72.157,72.768,72.767,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,61.471,61.655,66.328,66.845,67.249,67.492,68.267,68.355,68.523,67.785,67.591,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,68.948,72.467,76.626,76.757,76.918,77.064,77.16,77.212,77.304,76.239,76.936,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,56.948,56.943,66.072,66.452,66.879,67.497,67.75,68.097,68.526,68.006,67.093,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,70.2292195121951,71.5829268292683,75.1853658536585,75.3365853658537,75.2878048780488,75.6878048780488,75.5390243902439,75.890243902439,75.9365853658537,74.4780487804878,72.7307317073171,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,68.1073170731707,72.7780487804878,73.119512195122,73.2292682926829,74.2951219512195,74.309756097561,74.3,72.8414634146341,74.0463414634146,77.2365853658537,73.3975609756097,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,44.057,45.05,56.313,56.393,57.189,58.404,58.652,59.796,60.255,59.763,60.062,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,75.2951219512195,77.9512195121951,82.2463414634147,82.4951219512195,82.7439024390244,82.8463414634146,83.0951219512195,83.2975609756098,83.5951219512195,84.4658536585366,83.4414634146342,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,72.324,74.514,74.917,76.773,76.954,76.598,75.03,75.131,75.437,74.584,73.972,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,70.9326829268293,73.0512195121951,76.4121951219512,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,77.6658536585366,76.8658536585366,74.7146341463415,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,73.2048780487805,75.4121951219512,80.3219512195122,81.0780487804878,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878,81.5292682926829,80.5317073170732,80.8756097560976,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,65.392,67.225,69.188,69.234,69.583,69.801,69.988,70.173,70.382,70.199,70.348,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,47.105,50.66,53.843,54.277,54.857,55.044,55.654,56.375,57.078,55.967,55.28,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,63.375,58.47,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,62.341,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,29.935,46.028,55.751,54.973,55.566,55.544,55.309,55.95,55.912,55.48,54.975,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,76.8375609756098,78.9658536585366,83.0780487804878,83.2292682926829,82.8317073170732,83.3292682926829,83.2829268292683,83.4317073170732,83.8317073170732,82.3317073170732,83.1780487804878,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,71.927,70.355,74.239,74.651,74.927,75.331,75.403,75.748,76.008,76.393,76.399,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,65.188,69.781,71.457,70.966,70.763,71.74,71.84,71.467,71.572,71.627,71.682,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,70.326,70.768,72.735,72.864,73.138,73.112,73.127,73.357,73.445,73.416,71.111,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,74.463,76.663,78.908,79.966,79.309,79.475,78.59,80.614,79.983,80.149,80.379,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,72.38,71.377,73.798,74.473,74.407,74.28,74.305,74.128,72.835,72.126,69.629,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,49.732,58.319,63.678,64.269,64.659,64.78,65.445,65.681,65.876,65.614,65.267,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,64.23,65.508,69.682,69.782,70.8,71.592,72.417,72.553,72.242,72.561,70.274,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,77.5368292682927,79.6439024390244,81.9560975609756,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,83.109756097561,82.3560975609756,83.1560975609756,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,77.2424390243902,79.6804878048781,82.7975609756098,83.1975609756098,82.8975609756098,83.6024390243903,83.5512195121951,83.7536585365854,83.9048780487805,83,83.8512195121951,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,69.817,70.764,63.827,63.153,65.124,65.993,68.481,70.145,71.822,72.14,72.063,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,61.879,63.26,68.885,69.069,69.306,69.549,69.905,70.353,70.867,67.994,71.594,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,51.485,52.362,62.96,63.873,64.651,65.386,65.999,66.535,66.989,66.408,66.201,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.445,72.316,77.083,77.415,77.717,78.049,78.394,78.662,78.975,79.274,78.715,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,44.953,58.568,66.44,66.787,67.137,67.446,67.745,68.017,68.268,68.475,67.737,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,54.37,54.742,58.684,58.853,59.396,59.55,60.154,60.244,60.901,61.035,61.619,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,67.294,68.978,70.505,70.54,70.607,70.661,70.713,70.779,70.871,70.928,70.986,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,68.272,69.102,73.962,74.215,74.503,74.281,74.23,73.802,74.228,74.406,72.971,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,70.11,73.69,75.65,75.65,75.692,75.786,75.845,75.95,75.993,75.292,73.772,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkiye,TUR,67.709,71.861,76.297,76.565,76.646,76.66,77.141,77.563,77.832,75.85,76.032,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,63.939,65.026,68.74,68.614,68.782,68.777,68.916,68.796,69.002,68.687,69.264,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,69.001,73.575,77.018,77.135,76.912,76.864,76.702,76.443,75.326,75.001,74.587,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,61.661,63.499,64.008,64.025,64.06,64.108,64.148,64.212,64.278,64.382,64.547,..
